filename,transcript
cs_0088.wav,juliett juliett zero x-ray mike bravo
cs_0449.wav,mike oscar three uniform zulu
cs_0802.wav,x-ray zero victor papa
cs_0200.wav,papa nine mike oscar foxtrot
rep_0152.wav,five nine nine six four
rep_0070.wav,five nine two eight one
cs_0285.wav,whiskey echo two whiskey
cs_0472.wav,romeo foxtrot seven yankee
cs_0600.wav,november zulu eight echo echo
cs_0363.wav,mike tango three india echo
cs_0167.wav,juliett five november golf kilo
cs_0205.wav,kilo zulu nine x-ray charlie lima
cs_0221.wav,mike delta seven november echo india
cs_0880.wav,november hotel zero charlie juliett
cs_0865.wav,november zero delta tango
rep_0305.wav,five nine eight nine zero
cs_0226.wav,kilo three delta charlie foxtrot
cs_0715.wav,foxtrot nine november uniform
rep_0395.wav,five nine four eight
